错误类型,源,工作,语言,句段,链接
翻译记忆库,今年的九月二十八日，当我们再次发起世界狂犬病日“灰丝带”宣传项目时，我们吸取了去年的经验教训，认真评估了资金使用的效率，决定用比较小的代价，换取最大的宣传效果。,2015秋季通讯,en,16,跳到句段
翻译记忆库,我们精心制作并在网络上广泛推广了一部动画形式的公益短片《中国是疫区，这是谣言吗？,2015秋季通讯,en,17,跳到句段
翻译记忆库,》。,2015秋季通讯,en,18,跳到句段
翻译记忆库,拥有六十万发行量的《悦己SELF》杂志也慷慨地提出与我们合作，为十位明星及运动达人拍摄了“灰丝带”主题大片，倡导健康的人、宠关系，传播科学防控狂犬病的知识。,2015秋季通讯,en,19,跳到句段
翻译记忆库,为了纪念十月四日世界动物日，我们在北京举行了一场主题为“感知动物”的它radio朗读会。,2015秋季通讯,en,20,跳到句段
翻译记忆库,我们的理事长张越女士，著名编剧史航先生、北京人民广播电台著名主持人刘思伽女士以及它radio主播韩涛先生和来自不同地方的热心听众一起，朗读了它radio过往的精选节目，分享了他们各自与动物之间感人至深的故事。,2015秋季通讯,en,21,跳到句段
翻译记忆库,它基金的穿山甲保护项目也没闲着。,2015秋季通讯,en,22,跳到句段
翻译记忆库,九月三日，我们与国际人道对待动物协会签署了穿山甲保护项目战略合作协议。,2015秋季通讯,en,23,跳到句段
翻译记忆库,九月四日，国际人道对待动物协会项目主管何燕青女士为几十个孩子做了一次精彩的穿山甲保护讲座。,2015秋季通讯,en,24,跳到句段
翻译记忆库,国庆假日期间，唐山小动物保护协会也大张旗鼓地帮我们举办了一次穿山甲保护的公益宣传活动。,2015秋季通讯,en,25,跳到句段
翻译记忆库,您看，细细数来，我们一直都挺忙碌的。,2015秋季通讯,en,26,跳到句段
翻译记忆库,圣诞节和新年已经不远了，2015年也只剩下五十来天了，而我们要做的事情还有很多，囿于人力、物力所限，我们的很多想法还没有实现。,2015秋季通讯,en,27,跳到句段
翻译记忆库,在这里，我要请您向更多的人介绍我们的工作，传播善待动物的理念，支持动物保护的事业。,2015秋季通讯,en,28,跳到句段
翻译记忆库,如果您或者您身边的朋友愿意慷慨资助，我们更是感激不尽。,2015秋季通讯,en,29,跳到句段
翻译记忆库,感谢您一直以来对它基金的关注和支持。,2015秋季通讯,en,30,跳到句段
翻译记忆库,在2015年的最后一个季度里，我和我的团队会全力冲刺，把最好的工作成绩当作节日礼物送给您。,2015秋季通讯,en,31,跳到句段
翻译记忆库,执行秘书长 张小海,2015秋季通讯,en,34,跳到句段
翻译记忆库,2015年11月6日,2015秋季通讯,en,35,跳到句段
